Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.40.30-10.11.10.201-58786-80-6,10.11.10.201,80,192.168.40.30,58786,6,14/11/2019 07:59:30 AM,55,0,2,0.0,12.0,0,0,0,0,6.0,6.0,6.0,0.0,218181.81818181818,36363.63636363636,55.0,0.0,55.0,55.0,0,0,0,0,0,55.0,55.0,0.0,55.0,55.0,0,0,0,0,0,40,0.0,36363.63636363636,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,9.0,0.0,6.0,0,0,0,0,0,0,0,0,2,12,-1,1023,0,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58787-80-6,192.168.40.30,58787,10.11.10.201,80,6,14/11/2019 07:59:30 AM,66,8,8,750.0,254.0,363.0,0.0,93.75,166.20533771727756,115.0,0.0,31.75,51.44969804159621,1.5212121212121211E7,242424.2424242424,4.4,8.183607307992519,32.0,1.0,33.0,4.714285714285714,4.644505202002531,12.0,2.0,66.0,9.428571428571429,11.282097069504157,33.0,2.0,0,0,0,0,184,184,121212.1212121212,121212.1212121212,0.0,363.0,59.411764705882355,119.97554897953657,14394.132352941177,0,0,0,0,1,0,0,0,1.0,63.125,93.75,31.75,0,0,0,0,0,0,8,750,8,254,-1,237,6,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58787-80-6,192.168.40.30,58787,10.11.10.201,80,6,14/11/2019 07:59:30 AM,1,0,2,0.0,12.0,0,0,0,0,6.0,6.0,6.0,0.0,1.2E7,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,40,0.0,2000000.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,9.0,0.0,6.0,0,0,0,0,0,0,0,0,2,12,-1,237,0,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53607-6,192.168.10.23,53607,172.10.2.104,80,6,14/11/2019 07:59:30 AM,99769,5,1,415.0,0.0,391.0,6.0,82.99999999999999,172.1772342674838,0.0,0.0,0.0,0.0,4159.608696087963,60.138920907295855,19953.8,44614.69911027082,99763.0,1.0,99767.0,24941.75,49880.83333556087,99763.0,1.0,0,0,0,0,0,0,0,0,0,100,32,50.11576742274654,10.02315348454931,0.0,391.0,59.28571428571428,146.29959476557488,21403.571428571428,0,1,0,0,0,0,0,0,0.0,69.16666666666667,83.0,0.0,0,0,0,0,0,0,5,415,1,0,-1,65535,5,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53608-6,172.10.2.104,80,192.168.10.23,53608,6,14/11/2019 07:59:30 AM,31,3,5,127.0,403.0,115.0,6.0,42.33333333333333,62.93117934166921,391.0,0.0,80.6,173.54480689435798,1.7096774193548385E7,258064.51612903224,4.428571428571428,4.859943170351647,14.0,0.0,19.0,9.5,10.606601717798213,17.0,2.0,29.0,7.25,5.123475382979799,14.0,2.0,0,0,0,0,60,124,96774.19354838709,161290.32258064515,0.0,391.0,58.888888888888886,129.92251964579162,16879.86111111111,0,1,0,0,1,0,0,0,1.0,66.25,42.333333333333336,80.6,0,0,0,0,0,0,3,127,5,403,-1,1023,3,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53608-6,192.168.10.23,53608,172.10.2.104,80,6,14/11/2019 07:59:30 AM,2,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6000000.0,1000000.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,500000.0,500000.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,-1,1023,1,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53609-6,192.168.10.23,53609,172.10.2.104,80,6,14/11/2019 07:59:30 AM,21,4,5,409.0,127.0,391.0,6.0,102.24999999999999,192.5,115.0,0.0,25.4,50.17768428295591,2.5523809523809526E7,428571.4285714286,2.6249999999999996,3.543101950067402,11.0,0.0,10.0,3.333333333333333,2.516611478423583,6.0,1.0,21.0,5.25,5.852349955359813,14.0,2.0,0,0,0,0,80,124,190476.19047619047,238095.2380952381,0.0,391.0,53.599999999999994,123.62865543410413,15284.044444444444,0,1,0,0,0,0,0,0,1.0,59.55555555555556,102.25,25.4,0,0,0,0,0,0,4,409,5,127,-1,237,4,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53607-6,172.10.2.104,80,192.168.10.23,53607,6,14/11/2019 07:59:30 AM,531,0,2,0.0,12.0,0,0,0,0,6.0,6.0,6.0,0.0,22598.870056497173,3766.478342749529,531.0,0.0,531.0,531.0,0,0,0,0,0,531.0,531.0,0.0,531.0,531.0,0,0,0,0,0,40,0.0,3766.478342749529,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,9.0,0.0,6.0,0,0,0,0,0,0,0,0,2,12,-1,1023,0,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53608-6,172.10.2.104,80,192.168.10.23,53608,6,14/11/2019 07:59:30 AM,532,2,7,6.0,421.0,6.0,0.0,3.0,4.242640687119285,391.0,0.0,60.14285714285714,145.9114212703819,802631.5789473684,16917.293233082706,66.5,182.84028940190242,519.0,1.0,4.0,4.0,0.0,4.0,4.0,532.0,88.66666666666666,210.82093507682453,519.0,2.0,0,0,0,0,52,152,3759.398496240601,13157.894736842105,0.0,391.0,43.29999999999999,122.19478985074063,14931.566666666668,0,0,0,0,1,0,0,0,3.0,48.111111111111114,3.0,60.142857142857146,0,0,0,0,0,0,2,6,7,421,-1,1023,1,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53608-6,172.10.2.104,80,192.168.10.23,53608,6,14/11/2019 07:59:30 AM,2,1,1,6.0,115.0,6.0,6.0,6.0,0.0,115.0,115.0,115.0,0.0,6.05E7,1000000.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,500000.0,500000.0,6.0,115.0,78.66666666666666,62.93117934166921,3960.3333333333335,0,0,0,1,1,0,0,0,1.0,118.0,6.0,115.0,0,0,0,0,0,0,1,6,1,115,-1,237,1,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58787-80-6,192.168.40.30,58787,10.11.10.201,80,6,14/11/2019 07:59:30 AM,99867,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,120.15981255069242,20.026635425115405,99867.0,0.0,99867.0,99867.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.013317712557702,10.013317712557702,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,-1,1023,1,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58788-80-6,192.168.40.30,58788,10.11.10.201,80,6,14/11/2019 07:59:30 AM,107,0,5,0.0,127.0,0,0,0,0,115.0,0.0,25.4,50.17768428295591,1186915.8878504673,46728.97196261682,26.749999999999996,35.131894341182345,76.0,1.0,0,0,0,0,0,107.0,26.749999999999996,35.131894341182345,76.0,1.0,0,0,0,0,0,124,0.0,46728.97196261682,0.0,115.0,21.166666666666664,46.062638511777266,2121.7666666666664,0,1,0,0,0,0,0,0,0.0,25.4,0.0,25.4,0,0,0,0,0,0,0,0,5,127,-1,237,0,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58788-80-6,10.11.10.201,80,192.168.40.30,58788,6,14/11/2019 07:59:30 AM,19,0,5,0.0,387.0,0,0,0,0,363.0,6.0,77.4,159.65525359348499,2.036842105263158E7,263157.8947368421,4.75,4.5,11.0,1.0,0,0,0,0,0,19.0,4.75,4.5,11.0,1.0,0,0,0,0,0,100,0.0,263157.8947368421,6.0,363.0,65.5,145.7446396955991,21241.5,0,0,0,0,1,0,0,0,0.0,78.6,0.0,77.4,0,0,0,0,0,0,0,0,5,387,-1,1023,0,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58788-80-6,192.168.40.30,58788,10.11.10.201,80,6,14/11/2019 07:59:30 AM,15,7,1,750.0,0.0,363.0,0.0,107.14285714285714,174.7974337830589,0.0,0.0,0.0,0.0,5.0E7,533333.3333333334,2.142857142857143,1.7728105208558367,6.0,1.0,14.0,2.333333333333333,1.8618986725025255,6.0,1.0,0,0,0,0,0,0,0,0,0,152,32,466666.6666666666,66666.66666666667,0.0,363.0,83.33333333333333,158.58042123793214,25147.75,0,1,0,0,0,0,0,0,0.0,93.75,107.14285714285714,0.0,0,0,0,0,0,0,7,750,1,0,-1,65535,6,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58788-80-6,192.168.40.30,58788,10.11.10.201,80,6,14/11/2019 07:59:30 AM,2,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6000000.0,1000000.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,500000.0,500000.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,-1,1023,1,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58787-80-6,10.11.10.201,80,192.168.40.30,58787,6,14/11/2019 07:59:30 AM,103,2,2,12.0,12.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,233009.70873786407,38834.95145631068,34.33333333333333,52.624455658309024,95.0,1.0,1.0,1.0,0.0,1.0,1.0,103.0,103.0,0.0,103.0,103.0,0,0,0,0,40,40,19417.47572815534,19417.47572815534,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,7.5,6.0,6.0,0,0,0,0,0,0,2,12,2,12,-1,1023,2,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58788-80-6,10.11.10.201,80,192.168.40.30,58788,6,14/11/2019 07:59:30 AM,22,5,1,133.0,0.0,115.0,0.0,26.6,49.48535136785431,0.0,0.0,0.0,0.0,6045454.545454546,272727.2727272727,4.4,5.412947441089743,14.0,1.0,19.0,4.75,6.18465843842649,14.0,1.0,0,0,0,0,0,0,0,0,0,112,32,227272.72727272726,45454.545454545456,0.0,115.0,18.999999999999996,42.43819034784589,1801.0,0,1,0,0,1,0,0,0,0.0,22.166666666666668,26.6,0.0,0,0,0,0,0,0,5,133,1,0,-1,29200,4,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58788-80-6,10.11.10.201,80,192.168.40.30,58788,6,14/11/2019 07:59:30 AM,2,1,1,6.0,115.0,6.0,6.0,6.0,0.0,115.0,115.0,115.0,0.0,6.05E7,1000000.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,500000.0,500000.0,6.0,115.0,78.66666666666666,62.93117934166921,3960.3333333333335,0,0,0,1,1,0,0,0,1.0,118.0,6.0,115.0,0,0,0,0,0,0,1,6,1,115,-1,237,1,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53610-6,192.168.10.23,53610,172.10.2.104,80,6,14/11/2019 07:59:30 AM,11,2,5,397.0,127.0,391.0,6.0,198.5,272.2361107568208,115.0,0.0,25.4,50.17768428295591,4.763636363636364E7,636363.6363636364,1.8333333333333335,0.752772652709081,3.0,1.0,2.0,2.0,0.0,2.0,2.0,11.0,2.75,2.217355782608345,6.0,1.0,0,0,0,0,40,124,181818.18181818182,454545.45454545453,0.0,391.0,65.5,137.2651240691323,18841.714285714286,0,1,0,0,0,0,0,0,2.0,74.85714285714286,198.5,25.4,0,0,0,0,0,0,2,397,5,127,-1,237,2,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53610-6,192.168.10.23,53610,172.10.2.104,80,6,14/11/2019 07:59:30 AM,4,2,1,12.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,4500000.0,750000.0,2.0,1.4142135623730951,3.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0,0,40,20,500000.0,250000.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,8.0,6.0,6.0,0,0,0,0,0,0,2,12,1,6,-1,1023,2,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53609-6,192.168.10.23,53609,172.10.2.104,80,6,14/11/2019 07:59:30 AM,149,0,6,0.0,139.0,0,0,0,0,115.0,0.0,23.166666666666668,45.05293183208688,932885.9060402685,40268.45637583893,29.8,39.95872870850623,87.0,1.0,0,0,0,0,0,149.0,29.8,39.95872870850623,87.0,1.0,0,0,0,0,0,132,0.0,40268.45637583893,0.0,115.0,20.714285714285715,41.63617932245259,1733.5714285714284,1,0,0,0,1,0,0,0,0.0,24.166666666666668,0.0,23.166666666666668,0,0,0,0,0,0,0,0,6,139,-1,237,0,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53609-6,172.10.2.104,80,192.168.10.23,53609,6,14/11/2019 07:59:30 AM,29,0,7,0.0,421.0,0,0,0,0,391.0,0.0,60.14285714285714,145.9114212703819,1.4517241379310345E7,241379.3103448276,4.833333333333333,7.467708260682568,20.0,1.0,0,0,0,0,0,29.0,4.833333333333333,7.467708260682568,20.0,1.0,0,0,0,0,0,152,0.0,241379.3103448276,0.0,391.0,53.375,136.4372566420184,18615.124999999996,0,0,0,0,1,0,0,0,0.0,61.0,0.0,60.142857142857146,0,0,0,0,0,0,0,0,7,421,-1,1023,0,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58789-80-6,192.168.40.30,58789,10.11.10.201,80,6,14/11/2019 07:59:30 AM,14,5,1,387.0,0.0,363.0,6.0,77.4,159.65525359348499,0.0,0.0,0.0,0.0,2.764285714285714E7,428571.4285714286,2.8,3.492849839314596,9.0,1.0,5.0,1.25,0.49999999999999994,2.0,1.0,0,0,0,0,0,0,0,0,0,100,32,357142.85714285716,71428.57142857143,0.0,363.0,55.285714285714285,135.71872173201245,18419.571428571428,0,1,0,0,0,0,0,0,0.0,64.5,77.4,0.0,0,0,0,0,0,0,5,387,1,0,-1,65535,5,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58790-80-6,10.11.10.201,80,192.168.40.30,58790,6,14/11/2019 07:59:30 AM,6,3,1,127.0,0.0,115.0,6.0,42.33333333333333,62.93117934166921,0.0,0.0,0.0,0.0,2.1166666666666668E7,666666.6666666666,2.0,1.0,3.0,1.0,4.0,2.0,1.4142135623730951,3.0,1.0,0,0,0,0,0,0,0,0,0,60,32,500000.0,166666.66666666666,0.0,115.0,25.4,50.17768428295591,2517.8,0,1,0,0,1,0,0,0,0.0,31.75,42.333333333333336,0.0,0,0,0,0,0,0,3,127,1,0,-1,29200,3,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58789-80-6,192.168.40.30,58789,10.11.10.201,80,6,14/11/2019 07:59:30 AM,21,10,1,768.0,0.0,363.0,0.0,76.80000000000001,150.85224559150586,0.0,0.0,0.0,0.0,3.6571428571428575E7,523809.52380952385,2.1,0.3162277660168379,3.0,2.0,19.0,2.1111111111111116,0.3333333333333334,3.0,2.0,0,0,0,0,0,0,0,0,0,212,32,476190.4761904762,47619.04761904762,0.0,363.0,63.99999999999999,139.68731314813616,19512.545454545456,0,1,0,0,0,0,0,0,0.0,69.81818181818181,76.8,0.0,0,0,0,0,0,0,10,768,1,0,-1,65535,9,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58790-80-6,10.11.10.201,80,192.168.40.30,58790,6,14/11/2019 07:59:30 AM,25,0,7,0.0,393.0,0,0,0,0,363.0,0.0,56.14285714285714,135.32975599306627,1.572E7,280000.0,4.166666666666666,3.7103458958251676,11.0,2.0,0,0,0,0,0,25.0,4.166666666666666,3.7103458958251676,11.0,2.0,0,0,0,0,0,152,0.0,280000.0,0.0,363.0,49.875,126.53902560080033,16012.125,0,0,0,0,1,0,0,0,0.0,57.0,0.0,56.142857142857146,0,0,0,0,0,0,0,0,7,393,-1,1023,0,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58791-80-6,192.168.40.30,58791,10.11.10.201,80,6,14/11/2019 07:59:30 AM,9,2,5,369.0,127.0,363.0,6.0,184.5,252.43712088359746,115.0,0.0,25.4,50.17768428295591,5.511111111111111E7,777777.7777777778,1.5,0.5477225575051661,2.0,1.0,2.0,2.0,0.0,2.0,2.0,9.0,2.25,1.8929694486000912,5.0,1.0,0,0,0,0,40,124,222222.22222222222,555555.5555555555,0.0,363.0,62.0,127.8112447545766,16335.714285714286,0,1,0,0,0,0,0,0,2.0,70.85714285714286,184.5,25.4,0,0,0,0,0,0,2,369,5,127,-1,237,2,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58791-80-6,192.168.40.30,58791,10.11.10.201,80,6,14/11/2019 07:59:30 AM,4,2,1,12.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,4500000.0,750000.0,2.0,1.4142135623730951,3.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0,0,40,20,500000.0,250000.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,8.0,6.0,6.0,0,0,0,0,0,0,2,12,1,6,-1,1023,2,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58790-80-6,10.11.10.201,80,192.168.40.30,58790,6,14/11/2019 07:59:30 AM,29,6,7,248.0,738.0,115.0,0.0,41.33333333333333,57.10925202335141,363.0,0.0,105.42857142857143,175.97524176510092,3.4E7,448275.8620689655,2.4166666666666665,3.9876703915337774,15.0,1.0,27.0,5.4,8.17312669668102,20.0,1.0,28.0,4.666666666666667,7.5277265270908105,20.0,1.0,0,0,0,0,132,176,206896.55172413794,241379.3103448276,0.0,363.0,70.42857142857143,130.30302805721408,16978.879120879123,0,1,0,0,1,0,0,0,1.0,75.84615384615384,41.333333333333336,105.42857142857143,0,0,0,0,0,0,6,248,7,738,-1,1024,5,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58790-80-6,192.168.40.30,58790,10.11.10.201,80,6,14/11/2019 07:59:30 AM,1,0,2,0.0,12.0,0,0,0,0,6.0,6.0,6.0,0.0,1.2E7,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,40,0.0,2000000.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,9.0,0.0,6.0,0,0,0,0,0,0,0,0,2,12,-1,237,0,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58790-80-6,10.11.10.201,80,192.168.40.30,58790,6,14/11/2019 07:59:30 AM,4,1,4,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,7500000.0,1250000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,4.0,1.3333333333333333,0.5773502691896257,2.0,1.0,0,0,0,0,20,80,250000.0,1000000.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,4.0,7.2,6.0,6.0,0,0,0,0,0,0,1,6,4,24,-1,1023,1,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58790-80-6,192.168.40.30,58790,10.11.10.201,80,6,14/11/2019 07:59:30 AM,1,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,1.2E7,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1000000.0,1000000.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,-1,1023,1,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58791-80-6,10.11.10.201,80,192.168.40.30,58791,6,14/11/2019 07:59:30 AM,627,7,7,248.0,744.0,115.0,0.0,35.42857142857142,54.42382181501387,363.0,0.0,106.28571428571428,175.38977002257408,1582137.1610845297,22328.54864433812,48.23076923076923,139.53204760087309,503.0,1.0,16.0,2.6666666666666665,2.7325202042558927,8.0,1.0,621.0,103.5,199.81366319648913,503.0,2.0,0,0,0,0,164,164,11164.27432216906,11164.27432216906,0.0,363.0,66.53333333333333,126.44584762242049,15988.552380952382,0,0,0,0,1,0,0,0,1.0,71.28571428571429,35.42857142857143,106.28571428571429,0,0,0,0,0,0,7,248,7,744,-1,1024,5,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58791-80-6,10.11.10.201,80,192.168.40.30,58791,6,14/11/2019 07:59:30 AM,5,0,4,0.0,24.0,0,0,0,0,6.0,6.0,6.0,0.0,4800000.0,799999.9999999999,1.6666666666666667,0.5773502691896257,2.0,1.0,0,0,0,0,0,5.0,1.6666666666666667,0.5773502691896257,2.0,1.0,0,0,0,0,0,80,0.0,799999.9999999999,6.0,6.0,6.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,7.5,0.0,6.0,0,0,0,0,0,0,0,0,4,24,-1,1023,0,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58791-80-6,192.168.40.30,58791,10.11.10.201,80,6,14/11/2019 07:59:30 AM,2,2,1,12.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,9000000.0,1500000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,40,20,1000000.0,500000.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,8.0,6.0,6.0,0,0,0,0,0,0,2,12,1,6,-1,1023,2,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58789-80-6,192.168.40.30,58789,10.11.10.201,80,6,14/11/2019 07:59:30 AM,1453,0,5,0.0,133.0,0,0,0,0,115.0,0.0,26.6,49.48535136785431,91534.75567790777,3441.156228492773,363.25,721.1668207379852,1445.0,2.0,0,0,0,0,0,1453.0,363.25,721.1668207379852,1445.0,2.0,0,0,0,0,0,112,0.0,3441.156228492773,0.0,115.0,23.166666666666668,45.05293183208688,2029.7666666666669,1,0,0,0,1,0,0,0,0.0,27.8,0.0,26.6,0,0,0,0,0,0,0,0,5,133,-1,237,0,0,0,0,0,0,0,0,0,0,No Label
192.168.40.30-10.11.10.201-58789-80-6,10.11.10.201,80,192.168.40.30,58789,6,14/11/2019 07:59:30 AM,13,7,1,248.0,6.0,115.0,0.0,35.42857142857142,54.42382181501387,6.0,6.0,6.0,0.0,1.953846153846154E7,615384.6153846154,1.8571428571428572,0.3779644730092272,2.0,1.0,11.0,1.8333333333333335,0.408248290463863,2.0,1.0,0,0,0,0,0,0,0,0,0,164,20,538461.5384615385,76923.07692307692,0.0,115.0,28.88888888888889,48.88620573445142,2389.8611111111113,0,0,0,0,1,0,0,0,0.0,32.5,35.42857142857143,6.0,0,0,0,0,0,0,7,248,1,6,-1,237,5,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53611-6,172.10.2.104,80,192.168.10.23,53611,6,14/11/2019 07:59:30 AM,16,3,4,127.0,397.0,115.0,6.0,42.33333333333333,62.93117934166921,391.0,0.0,99.25,194.52056446555977,3.275E7,437500.0,2.6666666666666665,2.338090388900024,6.0,0.0,5.0,2.5,0.7071067811865476,3.0,2.0,14.0,4.666666666666667,2.516611478423583,7.0,2.0,0,0,0,0,60,104,187500.0,250000.0,0.0,391.0,65.5,137.2651240691323,18841.714285714286,0,1,0,0,1,0,0,0,1.0,74.85714285714286,42.333333333333336,99.25,0,0,0,0,0,0,3,127,4,397,-1,1024,3,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53610-6,172.10.2.104,80,192.168.10.23,53610,6,14/11/2019 07:59:30 AM,100054,4,4,127.0,403.0,115.0,0.0,31.75,55.572025336494626,391.0,0.0,100.75,193.52067073054496,5297.139544645891,79.95682331540968,14293.428571428567,37811.12492312786,100041.0,2.0,11.0,3.6666666666666665,2.886751345948129,7.0,2.0,100047.0,33349.0,57756.96623784875,100041.0,2.0,0,0,0,0,92,92,39.97841165770484,39.97841165770484,0.0,391.0,59.55555555555556,129.59756084810306,16795.527777777777,0,0,0,0,1,0,0,0,1.0,67.0,31.75,100.75,0,0,0,0,0,0,4,127,4,403,-1,1024,3,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53610-6,192.168.10.23,53610,172.10.2.104,80,6,14/11/2019 07:59:30 AM,3,2,1,12.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6000000.0,1000000.0,1.5,0.7071067811865476,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,40,20,666666.6666666666,333333.3333333333,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,8.0,6.0,6.0,0,0,0,0,0,0,2,12,1,6,-1,1023,2,0,0,0,0,0,0,0,0,0,No Label
172.10.2.104-192.168.10.23-80-53611-6,192.168.10.23,53611,172.10.2.104,80,6,14/11/2019 07:59:30 AM,219,2,5,6.0,133.0,6.0,0.0,3.0,4.242640687119285,115.0,0.0,26.6,49.48535136785431,634703.196347032,31963.4703196347,36.5,63.01666446266416,162.0,2.0,162.0,162.0,0.0,162.0,162.0,219.0,54.75000000000001,83.24812310196549,177.0,2.0,0,0,0,0,52,112,9132.4200913242,22831.0502283105,0.0,115.0,18.125,39.237145301723615,1539.5535714285713,0,0,0,0,1,0,0,0,2.0,20.714285714285715,3.0,26.6,0,0,0,0,0,0,2,6,5,133,-1,237,1,0,0,0,0,0,0,0,0,0,No Label
